sample_id,sample_type,result,detection_limit,qualifier
A1972,BLK,,0.005,<
A1973,DUP,1.5,,
A1974,CRM,,0.02,<
A1975,BLK,,0.005,<
A1976,DUP,1.5,,
A1977,CRM,,0.02,<
A1978,BLK,,0.005,<
A1979,DUP,1.5,,
A1980,CRM,,0.02,<
A1981,BLK,,0.005,<
A1982,DUP,1.5,,
A1983,CRM,,0.02,<
A1984,BLK,,0.005,<
A1985,DUP,1.5,,
A1986,CRM,,0.02,<
A1987,BLK,,0.005,<
A1988,DUP,1.5,,
A1989,CRM,,0.02,<
A1990,BLK,,0.005,<
A1991,DUP,1.5,,
A1992,CRM,,0.02,<
A1993,BLK,,0.005,<
A1994,DUP,1.5,,
A1995,CRM,,0.02,<
A1996,BLK,,0.005,<
A1997,DUP,1.5,,
A1998,CRM,,0.02,<
A1999,BLK,,0.005,<
A2000,DUP,1.5,,
A2001,CRM,,0.02,<
A2002,BLK,,0.005,<
A2003,DUP,1.5,,
A2004,CRM,,0.02,<
A2005,BLK,,0.005,<
A2006,DUP,1.5,,
A2007,CRM,,0.02,<
A2008,BLK,,0.005,<
A2009,DUP,1.5,,
A2010,CRM,,0.02,<
A2011,BLK,,0.005,<
A2012,DUP,1.5,,
A2013,CRM,,0.02,<
A2014,BLK,,0.005,<
A2015,DUP,1.5,,
A2016,CRM,,0.02,<
A2017,BLK,,0.005,<
A2018,DUP,1.5,,
A2019,CRM,,0.02,<
A2020,BLK,,0.005,<
A2021,DUP,1.5,,
A2022,CRM,,0.02,<
A2023,BLK,,0.005,<
A2024,DUP,1.5,,
A2025,CRM,,0.02,<
A2026,BLK,,0.005,<
A2027,DUP,1.5,,
A2028,CRM,,0.02,<
A2029,BLK,,0.005,<
A2030,DUP,1.5,,
A2031,CRM,,0.02,<
A2032,BLK,,0.005,<
A2033,DUP,1.5,,
A2034,CRM,,0.02,<
A2035,BLK,,0.005,<
A2036,DUP,1.5,,
A2037,CRM,,0.02,<
A2038,BLK,,0.005,<
A2039,DUP,1.5,,
A2040,CRM,,0.02,<
A2041,BLK,,0.005,<
A2042,DUP,1.5,,
A2043,CRM,,0.02,<
A2044,BLK,,0.005,<
A2045,DUP,1.5,,
A2046,CRM,,0.02,<
A2047,BLK,,0.005,<
A2048,DUP,1.5,,
A2049,CRM,,0.02,<
A2050,BLK,,0.005,<
A2051,DUP,1.5,,
A2052,CRM,,0.02,<
A2053,BLK,,0.005,<
A2054,DUP,1.5,,
A2055,CRM,,0.02,<
A2056,BLK,,0.005,<
A2057,DUP,1.5,,
A2058,CRM,,0.02,<
A2059,BLK,,0.005,<
A2060,DUP,1.5,,
A2061,CRM,,0.02,<
A2062,BLK,,0.005,<
A2063,DUP,1.5,,
A2064,CRM,,0.02,<
A2065,BLK,,0.005,<
A2066,DUP,1.5,,
A2067,CRM,,0.02,<
A2068,BLK,,0.005,<
A2069,DUP,1.5,,
A2070,CRM,,0.02,<
A2071,BLK,,0.005,<
A2072,DUP,1.5,,
A2073,CRM,,0.02,<
A2074,BLK,,0.005,<
A2075,DUP,1.5,,
A2076,CRM,,0.02,<
A2077,BLK,,0.005,<
A2078,DUP,1.5,,
A2079,CRM,,0.02,<
A2080,BLK,,0.005,<
A2081,DUP,1.5,,
A2082,CRM,,0.02,<
A2083,BLK,,0.005,<
A2084,DUP,1.5,,
A2085,CRM,,0.02,<
A2086,BLK,,0.005,<
A2087,DUP,1.5,,
A2088,CRM,,0.02,<
A2089,BLK,,0.005,<
A2090,DUP,1.5,,
A2091,CRM,,0.02,<
A2092,BLK,,0.005,<
A2093,DUP,1.5,,
A2094,CRM,,0.02,<
A2095,BLK,,0.005,<
A2096,DUP,1.5,,
A2097,CRM,,0.02,<
A2098,BLK,,0.005,<
A2099,DUP,1.5,,
A2100,CRM,,0.02,<
A2101,BLK,,0.005,<
A2102,DUP,1.5,,
A2103,CRM,,0.02,<
A2104,BLK,,0.005,<
A2105,DUP,1.5,,
A2106,CRM,,0.02,<
A2107,BLK,,0.005,<
A2108,DUP,1.5,,
A2109,CRM,,0.02,<
A2110,BLK,,0.005,<
A2111,DUP,1.5,,
A2112,CRM,,0.02,<
A2113,BLK,,0.005,<
A2114,DUP,1.5,,
A2115,CRM,,0.02,<
A2116,BLK,,0.005,<
A2117,DUP,1.5,,
A2118,CRM,,0.02,<
A2119,BLK,,0.005,<
A2120,DUP,1.5,,
A2121,CRM,,0.02,<
A2122,BLK,,0.005,<
A2123,DUP,1.5,,
A2124,CRM,,0.02,<
A2125,BLK,,0.005,<
A2126,DUP,1.5,,
A2127,CRM,,0.02,<
A2128,BLK,,0.005,<
A2129,DUP,1.5,,
A2130,CRM,,0.02,<
A2131,BLK,,0.005,<
A2132,DUP,1.5,,
A2133,CRM,,0.02,<
A2134,BLK,,0.005,<
A2135,DUP,1.5,,
A2136,CRM,,0.02,<
A2137,BLK,,0.005,<
A2138,DUP,1.5,,
A2139,CRM,,0.02,<
A2140,BLK,,0.005,<
A2141,DUP,1.5,,
A2142,CRM,,0.02,<
A2143,BLK,,0.005,<
A2144,DUP,1.5,,
A2145,CRM,,0.02,<
A2146,BLK,,0.005,<
A2147,DUP,1.5,,
A2148,CRM,,0.02,<
A2149,BLK,,0.005,<
A2150,DUP,1.5,,
A2151,CRM,,0.02,<
A2152,BLK,,0.005,<
A2153,DUP,1.5,,
A2154,CRM,,0.02,<
A2155,BLK,,0.005,<
A2156,DUP,1.5,,
A2157,CRM,,0.02,<
A2158,BLK,,0.005,<
A2159,DUP,1.5,,
A2160,CRM,,0.02,<
A2161,BLK,,0.005,<
A2162,DUP,1.5,,
A2163,CRM,,0.02,<
A2164,BLK,,0.005,<
A2165,DUP,1.5,,
A2166,CRM,,0.02,<
A2167,BLK,,0.005,<
A2168,DUP,1.5,,
A2169,CRM,,0.02,<
A2170,BLK,,0.005,<
A2171,DUP,1.5,,
A2172,CRM,,0.02,<
A2173,BLK,,0.005,<
A2174,DUP,1.5,,
A2175,CRM,,0.02,<
A2176,BLK,,0.005,<
A2177,DUP,1.5,,
A2178,CRM,,0.02,<
A2179,BLK,,0.005,<
A2180,DUP,1.5,,
A2181,CRM,,0.02,<
A2182,BLK,,0.005,<
A2183,DUP,1.5,,
A2184,CRM,,0.02,<
A2185,BLK,,0.005,<
A2186,DUP,1.5,,
A2187,CRM,,0.02,<
A2188,BLK,,0.005,<
A2189,DUP,1.5,,
A2190,CRM,,0.02,<
A2191,BLK,,0.005,<
A2192,DUP,1.5,,
A2193,CRM,,0.02,<
A2194,BLK,,0.005,<
A2195,DUP,1.5,,
A2196,CRM,,0.02,<
A2197,BLK,,0.005,<
A2198,DUP,1.5,,
A2199,CRM,,0.02,<
A2200,BLK,,0.005,<
A2201,DUP,1.5,,
A2202,CRM,,0.02,<
A2203,BLK,,0.005,<
A2204,DUP,1.5,,
A2205,CRM,,0.02,<
A2206,BLK,,0.005,<
A2207,DUP,1.5,,
A2208,CRM,,0.02,<
A2209,BLK,,0.005,<
A2210,DUP,1.5,,
A2211,CRM,,0.02,<
A2212,BLK,,0.005,<
A2213,DUP,1.5,,
A2214,CRM,,0.02,<
A2215,BLK,,0.005,<
A2216,DUP,1.5,,
A2217,CRM,,0.02,<
A2218,BLK,,0.005,<
A2219,DUP,1.5,,
A2220,CRM,,0.02,<
A2221,BLK,,0.005,<
A2222,DUP,1.5,,
A2223,CRM,,0.02,<
A2224,BLK,,0.005,<
A2225,DUP,1.5,,
A2226,CRM,,0.02,<
A2227,BLK,,0.005,<
A2228,DUP,1.5,,
A2229,CRM,,0.02,<
A2230,BLK,,0.005,<
A2231,DUP,1.5,,
A2232,CRM,,0.02,<
A2233,BLK,,0.005,<
A2234,DUP,1.5,,
A2235,CRM,,0.02,<
A2236,BLK,,0.005,<
A2237,DUP,1.5,,
A2238,CRM,,0.02,<
A2239,BLK,,0.005,<
A2240,DUP,1.5,,
A2241,CRM,,0.02,<
A2242,BLK,,0.005,<
A2243,DUP,1.5,,
A2244,CRM,,0.02,<
A2245,BLK,,0.005,<
A2246,DUP,1.5,,
A2247,CRM,,0.02,<
A2248,BLK,,0.005,<
A2249,DUP,1.5,,
A2250,CRM,,0.02,<
A2251,BLK,,0.005,<
A2252,DUP,1.5,,
A2253,CRM,,0.02,<
A2254,BLK,,0.005,<
A2255,DUP,1.5,,
A2256,CRM,,0.02,<
A2257,BLK,,0.005,<
A2258,DUP,1.5,,
A2259,CRM,,0.02,<
A2260,BLK,,0.005,<
A2261,DUP,1.5,,
A2262,CRM,,0.02,<
A2263,BLK,,0.005,<
A2264,DUP,1.5,,
A2265,CRM,,0.02,<
A2266,BLK,,0.005,<
A2267,DUP,1.5,,
A2268,CRM,,0.02,<
A2269,BLK,,0.005,<
A2270,DUP,1.5,,
A2271,CRM,,0.02,<
A2272,BLK,,0.005,<
A2273,DUP,1.5,,
A2274,CRM,,0.02,<
A2275,BLK,,0.005,<
A2276,DUP,1.5,,
A2277,CRM,,0.02,<
A2278,BLK,,0.005,<
A2279,DUP,1.5,,
A2280,CRM,,0.02,<
A2281,BLK,,0.005,<
A2282,DUP,1.5,,
A2283,CRM,,0.02,<
A2284,BLK,,0.005,<
A2285,DUP,1.5,,
A2286,CRM,,0.02,<
A2287,BLK,,0.005,<
A2288,DUP,1.5,,
A2289,CRM,,0.02,<
A2290,BLK,,0.005,<
A2291,DUP,1.5,,
A2292,CRM,,0.02,<
A2293,BLK,,0.005,<
A2294,DUP,1.5,,
A2295,CRM,,0.02,<
A2296,BLK,,0.005,<
A2297,DUP,1.5,,
A2298,CRM,,0.02,<
A2299,BLK,,0.005,<
A2300,DUP,1.5,,
A2301,CRM,,0.02,<
A2302,BLK,,0.005,<
A2303,DUP,1.5,,
A2304,CRM,,0.02,<
A2305,BLK,,0.005,<
A2306,DUP,1.5,,
A2307,CRM,,0.02,<
A2308,BLK,,0.005,<
A2309,DUP,1.5,,
A2310,CRM,,0.02,<
A2311,BLK,,0.005,<
A2312,DUP,1.5,,
A2313,CRM,,0.02,<
A2314,BLK,,0.005,<
A2315,DUP,1.5,,
A2316,CRM,,0.02,<
A2317,BLK,,0.005,<
A2318,DUP,1.5,,
A2319,CRM,,0.02,<
A2320,BLK,,0.005,<
A2321,DUP,1.5,,
A2322,CRM,,0.02,<
A2323,BLK,,0.005,<
A2324,DUP,1.5,,
A2325,CRM,,0.02,<
A2326,BLK,,0.005,<
A2327,DUP,1.5,,
A2328,CRM,,0.02,<
A2329,BLK,,0.005,<
A2330,DUP,1.5,,
A2331,CRM,,0.02,<
A2332,BLK,,0.005,<
A2333,DUP,1.5,,
A2334,CRM,,0.02,<
A2335,BLK,,0.005,<
A2336,DUP,1.5,,
A2337,CRM,,0.02,<
A2338,BLK,,0.005,<
A2339,DUP,1.5,,
A2340,CRM,,0.02,<
A2341,BLK,,0.005,<
A2342,DUP,1.5,,
A2343,CRM,,0.02,<
A2344,BLK,,0.005,<
A2345,DUP,1.5,,
A2346,CRM,,0.02,<
A2347,BLK,,0.005,<
A2348,DUP,1.5,,
A2349,CRM,,0.02,<
A2350,BLK,,0.005,<
A2351,DUP,1.5,,
A2352,CRM,,0.02,<
A2353,BLK,,0.005,<
A2354,DUP,1.5,,
A2355,CRM,,0.02,<
A2356,BLK,,0.005,<
A2357,DUP,1.5,,
A2358,CRM,,0.02,<
A2359,BLK,,0.005,<
A2360,DUP,1.5,,
A2361,CRM,,0.02,<
A2362,BLK,,0.005,<
A2363,DUP,1.5,,
A2364,CRM,,0.02,<
A2365,BLK,,0.005,<
A2366,DUP,1.5,,
A2367,CRM,,0.02,<
A2368,BLK,,0.005,<
A2369,DUP,1.5,,
A2370,CRM,,0.02,<
A2371,BLK,,0.005,<
A2372,DUP,1.5,,
A2373,CRM,,0.02,<
A2374,BLK,,0.005,<
A2375,DUP,1.5,,
A2376,CRM,,0.02,<
A2377,BLK,,0.005,<
A2378,DUP,1.5,,
A2379,CRM,,0.02,<
A2380,BLK,,0.005,<
A2381,DUP,1.5,,
A2382,CRM,,0.02,<
A2383,BLK,,0.005,<
A2384,DUP,1.5,,
A2385,CRM,,0.02,<
A2386,BLK,,0.005,<
A2387,DUP,1.5,,
A2388,CRM,,0.02,<
A2389,BLK,,0.005,<
A2390,DUP,1.5,,
A2391,CRM,,0.02,<
A2392,BLK,,0.005,<
A2393,DUP,1.5,,
A2394,CRM,,0.02,<
A2395,BLK,,0.005,<
A2396,DUP,1.5,,
A2397,CRM,,0.02,<
A2398,BLK,,0.005,<
A2399,DUP,1.5,,
A2400,CRM,,0.02,<
A2401,BLK,,0.005,<
A2402,DUP,1.5,,
A2403,CRM,,0.02,<
A2404,BLK,,0.005,<
A2405,DUP,1.5,,
A2406,CRM,,0.02,<
A2407,BLK,,0.005,<
A2408,DUP,1.5,,
A2409,CRM,,0.02,<
A2410,BLK,,0.005,<
A2411,DUP,1.5,,
A2412,CRM,,0.02,<
A2413,BLK,,0.005,<
A2414,DUP,1.5,,
A2415,CRM,,0.02,<
A2416,BLK,,0.005,<
A2417,DUP,1.5,,
A2418,CRM,,0.02,<
A2419,BLK,,0.005,<
A2420,DUP,1.5,,
A2421,CRM,,0.02,<
A2422,BLK,,0.005,<
A2423,DUP,1.5,,
A2424,CRM,,0.02,<
A2425,BLK,,0.005,<
A2426,DUP,1.5,,
A2427,CRM,,0.02,<
A2428,BLK,,0.005,<
A2429,DUP,1.5,,
A2430,CRM,,0.02,<
A2431,BLK,,0.005,<
A2432,DUP,1.5,,
A2433,CRM,,0.02,<
A2434,BLK,,0.005,<
A2435,DUP,1.5,,
A2436,CRM,,0.02,<
A2437,BLK,,0.005,<
A2438,DUP,1.5,,
A2439,CRM,,0.02,<
A2440,BLK,,0.005,<
A2441,DUP,1.5,,
A2442,CRM,,0.02,<
A2443,BLK,,0.005,<
A2444,DUP,1.5,,
A2445,CRM,,0.02,<
A2446,BLK,,0.005,<
A2447,DUP,1.5,,
A2448,CRM,,0.02,<
A2449,BLK,,0.005,<
A2450,DUP,1.5,,
A2451,CRM,,0.02,<
A2452,BLK,,0.005,<
A2453,DUP,1.5,,
A2454,CRM,,0.02,<
A2455,BLK,,0.005,<
A2456,DUP,1.5,,
A2457,CRM,,0.02,<
A2458,BLK,,0.005,<
A2459,DUP,1.5,,
A2460,CRM,,0.02,<
A2461,BLK,,0.005,<
A2462,DUP,1.5,,
A2463,CRM,,0.02,<
A2464,BLK,,0.005,<
A2465,DUP,1.5,,
A2466,CRM,,0.02,<
A2467,BLK,,0.005,<
A2468,DUP,1.5,,
A2469,CRM,,0.02,<
A2470,BLK,,0.005,<
A2471,DUP,1.5,,
A2472,CRM,,0.02,<
A2473,BLK,,0.005,<
A2474,DUP,1.5,,
A2475,CRM,,0.02,<
A2476,BLK,,0.005,<
A2477,DUP,1.5,,
A2478,CRM,,0.02,<
A2479,BLK,,0.005,<
A2480,DUP,1.5,,
A2481,CRM,,0.02,<
A2482,BLK,,0.005,<
A2483,DUP,1.5,,
A2484,CRM,,0.02,<
A2485,BLK,,0.005,<
A2486,DUP,1.5,,
A2487,CRM,,0.02,<
A2488,BLK,,0.005,<
A2489,DUP,1.5,,
A2490,CRM,,0.02,<
A2491,BLK,,0.005,<
A2492,DUP,1.5,,
A2493,CRM,,0.02,<
A2494,BLK,,0.005,<
A2495,DUP,1.5,,
A2496,CRM,,0.02,<
A2497,BLK,,0.005,<
A2498,DUP,1.5,,
A2499,CRM,,0.02,<
A2500,BLK,,0.005,<
A2501,DUP,1.5,,
A2502,CRM,,0.02,<
A2503,BLK,,0.005,<
A2504,DUP,1.5,,
A2505,CRM,,0.02,<
A2506,BLK,,0.005,<
A2507,DUP,1.5,,
A2508,CRM,,0.02,<
A2509,BLK,,0.005,<
A2510,DUP,1.5,,
A2511,CRM,,0.02,<
A2512,BLK,,0.005,<
A2513,DUP,1.5,,
A2514,CRM,,0.02,<
A2515,BLK,,0.005,<
A2516,DUP,1.5,,
A2517,CRM,,0.02,<
A2518,BLK,,0.005,<
A2519,DUP,1.5,,
A2520,CRM,,0.02,<
A2521,BLK,,0.005,<
A2522,DUP,1.5,,
A2523,CRM,,0.02,<
A2524,BLK,,0.005,<
A2525,DUP,1.5,,
A2526,CRM,,0.02,<
A2527,BLK,,0.005,<
A2528,DUP,1.5,,
A2529,CRM,,0.02,<
A2530,BLK,,0.005,<
A2531,DUP,1.5,,
A2532,CRM,,0.02,<
A2533,BLK,,0.005,<
A2534,DUP,1.5,,
A2535,CRM,,0.02,<
A2536,BLK,,0.005,<
A2537,DUP,1.5,,
A2538,CRM,,0.02,<
A2539,BLK,,0.005,<
A2540,DUP,1.5,,
A2541,CRM,,0.02,<
A2542,BLK,,0.005,<
A2543,DUP,1.5,,
A2544,CRM,,0.02,<
A2545,BLK,,0.005,<
A2546,DUP,1.5,,
A2547,CRM,,0.02,<
A2548,BLK,,0.005,<
A2549,DUP,1.5,,
A2550,CRM,,0.02,<
A2551,BLK,,0.005,<
A2552,DUP,1.5,,
A2553,CRM,,0.02,<
A2554,BLK,,0.005,<
A2555,DUP,1.5,,
A2556,CRM,,0.02,<
A2557,BLK,,0.005,<
A2558,DUP,1.5,,
A2559,CRM,,0.02,<
A2560,BLK,,0.005,<
A2561,DUP,1.5,,
A2562,CRM,,0.02,<
A2563,BLK,,0.005,<
A2564,DUP,1.5,,
A2565,CRM,,0.02,<
A2566,BLK,,0.005,<
A2567,DUP,1.5,,
A2568,CRM,,0.02,<
A2569,BLK,,0.005,<
A2570,DUP,1.5,,
A2571,CRM,,0.02,<
A2572,BLK,,0.005,<
A2573,DUP,1.5,,
A2574,CRM,,0.02,<
A2575,BLK,,0.005,<
A2576,DUP,1.5,,
A2577,CRM,,0.02,<
A2578,BLK,,0.005,<
A2579,DUP,1.5,,
A2580,CRM,,0.02,<
A2581,BLK,,0.005,<
A2582,DUP,1.5,,
A2583,CRM,,0.02,<
A2584,BLK,,0.005,<
A2585,DUP,1.5,,
A2586,CRM,,0.02,<
A2587,BLK,,0.005,<
A2588,DUP,1.5,,
A2589,CRM,,0.02,<
A2590,BLK,,0.005,<
A2591,DUP,1.5,,
A2592,CRM,,0.02,<
A2593,BLK,,0.005,<
A2594,DUP,1.5,,
A2595,CRM,,0.02,<
A2596,BLK,,0.005,<
A2597,DUP,1.5,,
A2598,CRM,,0.02,<
A2599,BLK,,0.005,<
A2600,DUP,1.5,,
A2601,CRM,,0.02,<
A2602,BLK,,0.005,<
A2603,DUP,1.5,,
A2604,CRM,,0.02,<
A2605,BLK,,0.005,<
A2606,DUP,1.5,,
A2607,CRM,,0.02,<
A2608,BLK,,0.005,<
A2609,DUP,1.5,,
A2610,CRM,,0.02,<
A2611,BLK,,0.005,<
A2612,DUP,1.5,,
A2613,CRM,,0.02,<
A2614,BLK,,0.005,<
A2615,DUP,1.5,,
A2616,CRM,,0.02,<
A2617,BLK,,0.005,<
A2618,DUP,1.5,,
A2619,CRM,,0.02,<
A2620,BLK,,0.005,<
A2621,DUP,1.5,,
A2622,CRM,,0.02,<
A2623,BLK,,0.005,<
A2624,DUP,1.5,,
A2625,CRM,,0.02,<
A2626,BLK,,0.005,<
A2627,DUP,1.5,,
A2628,CRM,,0.02,<
A2629,BLK,,0.005,<
A2630,DUP,1.5,,
A2631,CRM,,0.02,<
A2632,BLK,,0.005,<
A2633,DUP,1.5,,
A2634,CRM,,0.02,<
A2635,BLK,,0.005,<
A2636,DUP,1.5,,
A2637,CRM,,0.02,<
A2638,BLK,,0.005,<
A2639,DUP,1.5,,
A2640,CRM,,0.02,<
A2641,BLK,,0.005,<
A2642,DUP,1.5,,
A2643,CRM,,0.02,<
A2644,BLK,,0.005,<
A2645,DUP,1.5,,
A2646,CRM,,0.02,<
A2647,BLK,,0.005,<
A2648,DUP,1.5,,
A2649,CRM,,0.02,<
A2650,BLK,,0.005,<
A2651,DUP,1.5,,
A2652,CRM,,0.02,<
A2653,BLK,,0.005,<
A2654,DUP,1.5,,
A2655,CRM,,0.02,<
A2656,BLK,,0.005,<
A2657,DUP,1.5,,
A2658,CRM,,0.02,<
A2659,BLK,,0.005,<
A2660,DUP,1.5,,
A2661,CRM,,0.02,<
A2662,BLK,,0.005,<
A2663,DUP,1.5,,
A2664,CRM,,0.02,<
A2665,BLK,,0.005,<
A2666,DUP,1.5,,
A2667,CRM,,0.02,<
A2668,BLK,,0.005,<
A2669,DUP,1.5,,
A2670,CRM,,0.02,<
A2671,BLK,,0.005,<
A2672,DUP,1.5,,
A2673,CRM,,0.02,<
A2674,BLK,,0.005,<
A2675,DUP,1.5,,
A2676,CRM,,0.02,<
A2677,BLK,,0.005,<
A2678,DUP,1.5,,
A2679,CRM,,0.02,<
A2680,BLK,,0.005,<
A2681,DUP,1.5,,
A2682,CRM,,0.02,<
A2683,BLK,,0.005,<
A2684,DUP,1.5,,
A2685,CRM,,0.02,<
A2686,BLK,,0.005,<
A2687,DUP,1.5,,
A2688,CRM,,0.02,<
A2689,BLK,,0.005,<
A2690,DUP,1.5,,
A2691,CRM,,0.02,<
A2692,BLK,,0.005,<
A2693,DUP,1.5,,
A2694,CRM,,0.02,<
A2695,BLK,,0.005,<
A2696,DUP,1.5,,
A2697,CRM,,0.02,<
A2698,BLK,,0.005,<
A2699,DUP,1.5,,
A2700,CRM,,0.02,<
A2701,BLK,,0.005,<
A2702,DUP,1.5,,
A2703,CRM,,0.02,<
A2704,BLK,,0.005,<
A2705,DUP,1.5,,
A2706,CRM,,0.02,<
A2707,BLK,,0.005,<
A2708,DUP,1.5,,
A2709,CRM,,0.02,<
A2710,BLK,,0.005,<
A2711,DUP,1.5,,
A2712,CRM,,0.02,<
A2713,BLK,,0.005,<
A2714,DUP,1.5,,
A2715,CRM,,0.02,<
A2716,BLK,,0.005,<
A2717,DUP,1.5,,
A2718,CRM,,0.02,<
A2719,BLK,,0.005,<
A2720,DUP,1.5,,
A2721,CRM,,0.02,<
A2722,BLK,,0.005,<
A2723,DUP,1.5,,
A2724,CRM,,0.02,<
A2725,BLK,,0.005,<
A2726,DUP,1.5,,
A2727,CRM,,0.02,<
A2728,BLK,,0.005,<
A2729,DUP,1.5,,
A2730,CRM,,0.02,<
A2731,BLK,,0.005,<
A2732,DUP,1.5,,
A2733,CRM,,0.02,<
A2734,BLK,,0.005,<
A2735,DUP,1.5,,
A2736,CRM,,0.02,<
A2737,BLK,,0.005,<
A2738,DUP,1.5,,
A2739,CRM,,0.02,<
A2740,BLK,,0.005,<
A2741,DUP,1.5,,
A2742,CRM,,0.02,<
A2743,BLK,,0.005,<
A2744,DUP,1.5,,
A2745,CRM,,0.02,<
A2746,BLK,,0.005,<
A2747,DUP,1.5,,
A2748,CRM,,0.02,<
A2749,BLK,,0.005,<
A2750,DUP,1.5,,
A2751,CRM,,0.02,<
A2752,BLK,,0.005,<
A2753,DUP,1.5,,
A2754,CRM,,0.02,<
A2755,BLK,,0.005,<
A2756,DUP,1.5,,
A2757,CRM,,0.02,<
A2758,BLK,,0.005,<
A2759,DUP,1.5,,
A2760,CRM,,0.02,<
A2761,BLK,,0.005,<
A2762,DUP,1.5,,
A2763,CRM,,0.02,<
A2764,BLK,,0.005,<
A2765,DUP,1.5,,
A2766,CRM,,0.02,<
A2767,BLK,,0.005,<
A2768,DUP,1.5,,
A2769,CRM,,0.02,<
A2770,BLK,,0.005,<
A2771,DUP,1.5,,
A2772,CRM,,0.02,<
A2773,BLK,,0.005,<
A2774,DUP,1.5,,
A2775,CRM,,0.02,<
A2776,BLK,,0.005,<
A2777,DUP,1.5,,
A2778,CRM,,0.02,<
A2779,BLK,,0.005,<
A2780,DUP,1.5,,
A2781,CRM,,0.02,<
A2782,BLK,,0.005,<
A2783,DUP,1.5,,
A2784,CRM,,0.02,<
A2785,BLK,,0.005,<
A2786,DUP,1.5,,
A2787,CRM,,0.02,<
A2788,BLK,,0.005,<
A2789,DUP,1.5,,
A2790,CRM,,0.02,<
A2791,BLK,,0.005,<
A2792,DUP,1.5,,
A2793,CRM,,0.02,<
A2794,BLK,,0.005,<
A2795,DUP,1.5,,
A2796,CRM,,0.02,<
A2797,BLK,,0.005,<
A2798,DUP,1.5,,
A2799,CRM,,0.02,<
A2800,BLK,,0.005,<
A2801,DUP,1.5,,
A2802,CRM,,0.02,<
A2803,BLK,,0.005,<
A2804,DUP,1.5,,
A2805,CRM,,0.02,<
A2806,BLK,,0.005,<
A2807,DUP,1.5,,
A2808,CRM,,0.02,<
A2809,BLK,,0.005,<
A2810,DUP,1.5,,
A2811,CRM,,0.02,<
A2812,BLK,,0.005,<
A2813,DUP,1.5,,
A2814,CRM,,0.02,<
A2815,BLK,,0.005,<
A2816,DUP,1.5,,
A2817,CRM,,0.02,<
A2818,BLK,,0.005,<
A2819,DUP,1.5,,
A2820,CRM,,0.02,<
A2821,BLK,,0.005,<
A2822,DUP,1.5,,
A2823,CRM,,0.02,<
A2824,BLK,,0.005,<
A2825,DUP,1.5,,
A2826,CRM,,0.02,<
A2827,BLK,,0.005,<
A2828,DUP,1.5,,
A2829,CRM,,0.02,<
A2830,BLK,,0.005,<
A2831,DUP,1.5,,
A2832,CRM,,0.02,<
A2833,BLK,,0.005,<
A2834,DUP,1.5,,
A2835,CRM,,0.02,<
A2836,BLK,,0.005,<
A2837,DUP,1.5,,
A2838,CRM,,0.02,<
A2839,BLK,,0.005,<
A2840,DUP,1.5,,
A2841,CRM,,0.02,<
A2842,BLK,,0.005,<
A2843,DUP,1.5,,
A2844,CRM,,0.02,<
A2845,BLK,,0.005,<
A2846,DUP,1.5,,
A2847,CRM,,0.02,<
A2848,BLK,,0.005,<
A2849,DUP,1.5,,
A2850,CRM,,0.02,<
A2851,BLK,,0.005,<
A2852,DUP,1.5,,
A2853,CRM,,0.02,<
A2854,BLK,,0.005,<
A2855,DUP,1.5,,
A2856,CRM,,0.02,<
A2857,BLK,,0.005,<
A2858,DUP,1.5,,
A2859,CRM,,0.02,<
A2860,BLK,,0.005,<
A2861,DUP,1.5,,
A2862,CRM,,0.02,<
A2863,BLK,,0.005,<
A2864,DUP,1.5,,
A2865,CRM,,0.02,<
A2866,BLK,,0.005,<
A2867,DUP,1.5,,
A2868,CRM,,0.02,<
A2869,BLK,,0.005,<
A2870,DUP,1.5,,
A2871,CRM,,0.02,<
A2872,BLK,,0.005,<
A2873,DUP,1.5,,
A2874,CRM,,0.02,<
A2875,BLK,,0.005,<
A2876,DUP,1.5,,
A2877,CRM,,0.02,<
A2878,BLK,,0.005,<
A2879,DUP,1.5,,
A2880,CRM,,0.02,<
A2881,BLK,,0.005,<
A2882,DUP,1.5,,
A2883,CRM,,0.02,<
A2884,BLK,,0.005,<
A2885,DUP,1.5,,
A2886,CRM,,0.02,<
A2887,BLK,,0.005,<
A2888,DUP,1.5,,
A2889,CRM,,0.02,<
A2890,BLK,,0.005,<
A2891,DUP,1.5,,
A2892,CRM,,0.02,<
A2893,BLK,,0.005,<
A2894,DUP,1.5,,
A2895,CRM,,0.02,<
A2896,BLK,,0.005,<
A2897,DUP,1.5,,
A2898,CRM,,0.02,<
A2899,BLK,,0.005,<
A2900,DUP,1.5,,
A2901,CRM,,0.02,<
A2902,BLK,,0.005,<
A2903,DUP,1.5,,
A2904,CRM,,0.02,<
A2905,BLK,,0.005,<
A2906,DUP,1.5,,
A2907,CRM,,0.02,<
A2908,BLK,,0.005,<
A2909,DUP,1.5,,
A2910,CRM,,0.02,<
A2911,BLK,,0.005,<
A2912,DUP,1.5,,
A2913,CRM,,0.02,<
A2914,BLK,,0.005,<
A2915,DUP,1.5,,
A2916,CRM,,0.02,<
A2917,BLK,,0.005,<
A2918,DUP,1.5,,
A2919,CRM,,0.02,<
A2920,BLK,,0.005,<
A2921,DUP,1.5,,
A2922,CRM,,0.02,<
A2923,BLK,,0.005,<
A2924,DUP,1.5,,
